job_id,job_title,years_of_experience,annual_salary_usd,salary_min_usd,salary_max_usd,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier,is_outlier_salary,high_demand,skill_count,is_tier1_city,is_china,education_score,job_category_Architecture,job_category_Business,job_category_Data Engineering,job_category_Data Science,job_category_Governance,job_category_Infrastructure,job_category_ML Operations,job_category_Product,job_category_Research,job_category_Robotics,job_category_Security,experience_level_Lead (10+ yrs),experience_level_Mid (3-5 yrs),experience_level_Senior (6-9 yrs),remote_work_Hybrid,remote_work_On-site,company_size_Enterprise (5000+),company_size_Mid-size (501-5000),company_size_SME (51-500),company_size_Startup (1-50),industry_Consulting,industry_Education,industry_Energy,industry_Finance,industry_Government,industry_Healthcare,industry_Manufacturing,industry_Media,industry_Research,industry_Retail,industry_Technology,country_Canada,country_China,country_France,country_Germany,country_Global,country_India,country_Japan,country_Netherlands,country_Singapore,country_Switzerland,country_UAE,country_UK,country_USA
AIJOB0011,AI Solutions Architect,0.2931581591502299,180000.0,180000,320000,Cloud|Python|Leadership|Enterprise Architecture|Cloud,8.0,-0.4391191037856962,14.8,9.5,2026,2,0,0,0,Upper-Mid ($150-200k),False,0,-1.007670014301689,0,0,-0.7100541523294122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
AIJOB0012,Prompt Engineer,-1.9503991812852035,118000.0,90000,200000,Documentation|Python|Prompt Design|Problem Solving,9.0,-0.6883825496432346,8.9,9.7,2025,3,0,1,1,Mid ($100-150k),False,0,-1.745709575557809,0,0,0.7234333691969917,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AIJOB0013,Senior ML Engineer,0.6670843825561354,180000.0,180000,312000,LLM Fine-tuning|Python|MLOps|Problem Solving|Leadership|Statistics,15.2,1.0564615713595351,32.4,7.5,2026,2,0,0,0,Upper-Mid ($150-200k),False,1,-0.269630453045569,1,1,-1.426797913092614,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
AIJOB0014,AI Solutions Architect,3.284567946397474,180000.0,180000,320000,System Design|Leadership|Cloud|Agile|Linux|Statistics,11.7,-0.4391191037856962,8.9,9.2,2026,3,0,1,0,Upper-Mid ($150-200k),False,0,-0.269630453045569,0,0,-1.426797913092614,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AIJOB0015,AI Agent Developer,-1.2025467344733924,209000.0,155000,290000,Python|APIs|LangChain|Tool Use|AutoGen|Communication|Statistics|Problem Solving,10.6,1.0564615713595351,50.7,9.4,2026,1,1,1,1,Senior ($200-300k),False,1,1.206448669466671,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AIJOB0016,AI Agent Developer,-1.2025467344733924,155000.0,155000,290000,LangChain|Tool Use|Planning Systems|AutoGen|Python|Git,13.5,1.0564615713595351,75.9,8.2,2025,3,0,1,1,Upper-Mid ($150-200k),False,1,-0.269630453045569,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIJOB0017,ML Engineer,-0.08076806425567568,120000.0,120000,280000,TensorFlow|Kubernetes|MLOps|Linux|Communication|Problem Solving,8.2,1.1810932942883043,68.8,7.3,2026,3,0,1,0,Mid ($100-150k),False,1,-0.269630453045569,0,0,1.4401771299601938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
AIJOB0018,Generative AI Engineer,-1.576472957879298,162000.0,150000,295000,GenAI APIs|Deployment|Diffusion Models|LLMs|Fine-tuning|Python|SQL,11.3,0.9318298484307658,78.1,9.7,2025,11,0,0,1,Upper-Mid ($150-200k),False,1,0.46840910821055104,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
AIJOB0019,AI Security Engineer,0.2931581591502299,228000.0,140000,260000,Risk Analysis|Python|Cybersecurity|Problem Solving,15.9,-0.9376459955007732,15.9,9.7,2025,10,1,1,0,Senior ($200-300k),False,0,-1.745709575557809,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AIJOB0020,Deep Learning Engineer,-0.08076806425567568,185000.0,141000,270000,Neural Networks|Python|TensorFlow|CUDA|PyTorch|Git|Agile|Leadership,5.8,0.18403951085815015,12.4,6.5,2026,2,1,1,0,Upper-Mid ($150-200k),False,1,1.206448669466671,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIJOB0021,Multimodal AI Engineer,-1.2025467344733924,329000.0,160000,300000,PyTorch|Vision-Language Models|APIs|Fine-tuning|Research|Problem Solving,12.7,0.3086712337869194,27.5,9.0,2025,2,1,0,0,Elite (>$300k),False,1,-0.269630453045569,0,0,-1.426797913092614,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0022,MLOps Engineer,1.041010605962041,272000.0,130000,260000,Monitoring|Docker|Kubernetes|MLflow|SQL,12.8,0.6825664025732272,77.0,6.3,2026,3,1,0,0,Senior ($200-300k),False,1,-1.007670014301689,0,0,0.006689608433789785,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
AIJOB0023,AI Business Analyst,0.2931581591502299,201000.0,95000,180000,SQL|Communication|Python|Data Visualization|Business Analysis|Leadership|Research|SQL,16.5,-1.1869094413583117,16.4,9.0,2026,3,1,0,0,Senior ($200-300k),False,0,1.206448669466671,0,0,-1.426797913092614,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0024,RAG Engineer,-1.2025467344733924,230000.0,145000,280000,Embeddings|LLMs|Vector DBs|Search Systems|LangChain|Python|Communication|Agile|Research,4.6,0.8071981255019964,39.5,9.4,2025,3,1,1,1,Senior ($200-300k),False,1,1.944488230722791,0,0,-0.7100541523294122,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AIJOB0025,NLP Engineer,0.6670843825561354,145000.0,145000,290000,LLMs|Python|Transformers|Text Processing|BERT|Hugging Face|Cloud|Research|SQL,5.7,0.4333029567156887,80.1,9.2,2026,3,0,1,0,Mid ($100-150k),False,1,1.944488230722791,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AIJOB0026,Robotics Engineer (AI),1.4149368293679467,125000.0,125000,240000,Computer Vision|C++|Simulation|Linux|Research|Problem Solving,17.1,-1.4361728872158503,19.8,8.5,2025,7,1,1,0,Mid ($100-150k),False,0,-0.269630453045569,1,1,0.7234333691969917,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
AIJOB0027,Senior Data Scientist,0.6670843825561354,157000.0,157000,218000,Causal Inference|Leadership|ML|Advanced Statistics|Deep Learning|Python|Research,3.4,0.3086712337869194,28.8,6.9,2025,11,0,1,0,Upper-Mid ($150-200k),False,1,0.46840910821055104,0,0,1.4401771299601938,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
AIJOB0028,ML Engineer,-0.08076806425567568,224000.0,120000,280000,MLOps|Python|PyTorch|SQL|Agile|Statistics|Linux,15.5,1.1810932942883043,23.4,9.1,2026,1,0,1,0,Senior ($200-300k),False,1,0.46840910821055104,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0029,AI Business Analyst,-1.2025467344733924,216000.0,95000,180000,Communication|Python|SQL|Agile|Git|SQL,14.6,-1.1869094413583117,6.7,8.5,2025,7,1,1,0,Senior ($200-300k),False,0,-0.269630453045569,0,0,-1.426797913092614,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0030,AI Ethics Officer,1.4149368293679467,208000.0,110000,210000,Research|Ethics Frameworks|Communication|Research|Problem Solving|Cloud,11.2,-1.9346997789309273,11.1,9.6,2025,8,1,1,0,Senior ($200-300k),False,0,-0.269630453045569,0,0,-1.426797913092614,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0031,NLP Engineer,0.6670843825561354,348000.0,145000,290000,LLMs|Transformers|BERT|Hugging Face|Agile|Problem Solving,9.6,0.4333029567156887,21.2,8.7,2026,1,1,0,0,Elite (>$300k),False,1,-0.269630453045569,0,0,1.4401771299601938,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
AIJOB0032,AI Infrastructure Eng,-0.8286205110674868,285000.0,140000,270000,Networking|Kubernetes|CUDA|Distributed Systems|Storage|Cloud|Leadership|Statistics|Cloud,11.5,-0.3144873808569269,16.3,7.2,2025,12,1,1,0,Senior ($200-300k),False,0,1.944488230722791,0,0,0.006689608433789785,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIJOB0033,Deep Learning Engineer,1.4149368293679467,141000.0,141000,270000,CUDA|GPU Computing|TensorFlow|Python|Neural Networks|Communication|Statistics,8.0,0.18403951085815015,8.2,6.2,2025,5,0,1,0,Mid ($100-150k),False,1,0.46840910821055104,0,0,0.7234333691969917,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AIJOB0034,AI Infrastructure Eng,-0.08076806425567568,160000.0,140000,270000,Distributed Systems|CUDA|Kubernetes|Cloud|Networking|Storage|Git,13.8,-0.3144873808569269,22.2,6.6,2026,2,0,1,0,Upper-Mid ($150-200k),False,0,0.46840910821055104,0,0,0.006689608433789785,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0035,Senior ML Engineer,0.6670843825561354,223000.0,180000,312000,MLOps|Distributed Systems|System Design|LLM Fine-tuning|PyTorch|Python|Problem Solving|SQL|Git,10.6,1.0564615713595351,20.9,6.9,2026,1,1,1,0,Senior ($200-300k),False,1,1.944488230722791,0,0,-0.7100541523294122,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
AIJOB0036,AI Engineer,-0.8286205110674868,221000.0,100000,250000,Cloud (AWS/GCP/Azure)|PyTorch|Python|Docker|LLM Integration|Problem Solving|Communication|Cloud,14.5,0.9318298484307658,81.3,9.1,2025,3,1,1,0,Senior ($200-300k),False,1,1.206448669466671,0,0,1.4401771299601938,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIJOB0037,MLOps Engineer,0.6670843825561354,130000.0,130000,260000,Monitoring|CI/CD|Docker|Cloud|Kubernetes|Problem Solving,15.3,0.6825664025732272,59.1,6.1,2025,11,1,1,0,Mid ($100-150k),False,1,-0.269630453045569,1,1,-1.426797913092614,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
AIJOB0038,AI Business Analyst,0.6670843825561354,95000.0,95000,180000,Data Visualization|Communication|Python|Problem Solving,12.9,-1.1869094413583117,7.3,7.3,2025,11,1,1,0,Entry (<$100k),False,0,-1.745709575557809,0,0,-0.7100541523294122,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
AIJOB0039,Data Scientist,-0.45469428766158126,198000.0,138000,195000,Scikit-learn|Python|SQL|Statistics|Git,8.8,0.557934679644458,15.1,9.3,2026,1,1,1,0,Upper-Mid ($150-200k),False,1,-1.007670014301689,0,0,-1.426797913092614,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0040,Deep Learning Engineer,-0.08076806425567568,238000.0,141000,270000,GPU Computing|PyTorch|TensorFlow|CUDA|Neural Networks|SQL,4.7,0.18403951085815015,9.0,8.1,2026,1,1,1,0,Senior ($200-300k),False,1,-0.269630453045569,0,0,-1.426797913092614,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AIJOB0041,NLP Engineer,0.2931581591502299,192000.0,145000,290000,LLMs|Text Processing|Hugging Face|Python|Transformers|Linux|Cloud|Communication,9.2,0.4333029567156887,78.1,7.0,2026,2,0,1,0,Upper-Mid ($150-200k),False,1,1.206448669466671,0,0,0.7234333691969917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0042,AI Product Manager,1.4149368293679467,149000.0,140000,260000,Data Analysis|Agile|Product Strategy|AI Literacy|Stakeholder Mgmt|Statistics|Leadership,17.3,-0.3144873808569269,26.7,9.7,2025,7,0,1,0,Mid ($100-150k),False,0,0.46840910821055104,0,0,1.4401771299601938,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AIJOB0043,NLP Engineer,1.041010605962041,164000.0,145000,290000,Text Processing|Transformers|LLMs|Python|BERT|Hugging Face|Research,6.2,0.4333029567156887,67.7,7.6,2026,1,1,1,0,Upper-Mid ($150-200k),False,1,0.46840910821055104,0,0,-1.426797913092614,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIJOB0044,Senior ML Engineer,-0.08076806425567568,272000.0,180000,312000,Distributed Systems|LLM Fine-tuning|MLOps|PyTorch|System Design|SQL|Git|Communication,10.9,1.0564615713595351,31.6,6.3,2026,3,1,1,0,Senior ($200-300k),False,1,1.206448669466671,0,0,-0.7100541523294122,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIJOB0045,AI Infrastructure Eng,-1.2025467344733924,275000.0,140000,270000,Cloud|CUDA|Storage|Kubernetes|Distributed Systems|Communication,14.8,-0.3144873808569269,9.5,6.7,2026,2,0,1,0,Senior ($200-300k),False,0,-0.269630453045569,0,0,1.4401771299601938,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0046,RAG Engineer,-0.8286205110674868,189000.0,145000,280000,LLMs|Python|Embeddings|Vector DBs|Search Systems|LangChain|Statistics|Agile,7.8,0.8071981255019964,48.3,7.1,2026,2,0,1,1,Upper-Mid ($150-200k),False,1,1.206448669466671,0,0,0.7234333691969917,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
AIJOB0047,Data Scientist,0.2931581591502299,146000.0,138000,195000,Python|Scikit-learn|SQL|ML Algorithms|Data Visualization|Research|Agile|Communication,4.5,0.557934679644458,28.9,7.0,2026,3,1,1,0,Mid ($100-150k),False,1,1.206448669466671,0,0,-0.7100541523294122,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
AIJOB0048,Multimodal AI Engineer,-1.2025467344733924,180000.0,160000,300000,PyTorch|Vision-Language Models|Python|APIs|Fine-tuning|Cloud|Linux|Communication,16.8,0.3086712337869194,14.1,7.9,2025,3,0,1,0,Upper-Mid ($150-200k),False,1,1.206448669466671,0,0,1.4401771299601938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0049,Computer Vision Engineer,-0.8286205110674868,234000.0,145000,280000,OpenCV|CNNs|PyTorch|Python|SQL|Agile,5.6,-0.06522393499938837,23.7,7.0,2025,11,1,0,0,Senior ($200-300k),False,0,-0.269630453045569,0,0,0.006689608433789785,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIJOB0050,Data Engineer (AI),-0.08076806425567568,240000.0,130000,220000,dbt|Spark|Python|Airflow|SQL|Cloud|Git,8.4,0.05940778792938089,29.9,6.4,2025,9,1,0,0,Senior ($200-300k),False,0,0.46840910821055104,0,0,0.006689608433789785,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0051,Senior Data Scientist,0.2931581591502299,169000.0,157000,218000,Leadership|Python|ML|Causal Inference|Advanced Statistics|Deep Learning|Statistics,9.7,0.3086712337869194,26.4,6.4,2026,3,1,1,0,Upper-Mid ($150-200k),False,1,0.46840910821055104,0,0,-0.7100541523294122,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AIJOB0052,AI Agent Developer,-1.576472957879298,257000.0,155000,290000,Python|LangChain|APIs|Tool Use|Planning Systems|AutoGen|Problem Solving,15.7,1.0564615713595351,30.1,6.8,2026,2,1,0,1,Senior ($200-300k),False,1,0.46840910821055104,0,0,1.4401771299601938,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
AIJOB0053,AI Compliance Manager,-0.45469428766158126,188000.0,100000,200000,Auditing|Documentation|EU AI Act|SQL,15.9,-2.4332266706460044,10.9,7.2,2025,1,0,0,0,Upper-Mid ($150-200k),False,0,-1.745709575557809,0,0,1.4401771299601938,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AIJOB0054,Senior Data Scientist,1.4149368293679467,157000.0,157000,218000,ML|Deep Learning|Advanced Statistics|SQL|Leadership|Agile,3.2,0.3086712337869194,30.0,9.2,2026,1,0,1,0,Upper-Mid ($150-200k),False,1,-0.269630453045569,0,0,0.006689608433789785,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIJOB0055,AI Ethics Officer,-0.45469428766158126,110000.0,110000,210000,Ethics Frameworks|Research|Risk Assessment|Leadership|Agile|Research,9.0,-1.9346997789309273,22.5,9.2,2026,3,0,1,0,Mid ($100-150k),False,0,-0.269630453045569,0,0,1.4401771299601938,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
AIJOB0056,Generative AI Engineer,0.6670843825561354,354000.0,150000,295000,Diffusion Models|Deployment|Python|GenAI APIs|Fine-tuning|LLMs|Agile|Statistics|Linux,8.7,0.9318298484307658,75.7,6.4,2025,12,1,1,1,Elite (>$300k),False,1,1.944488230722791,0,0,0.7234333691969917,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
